"gut_r1"	"gut_r2"	"gut_r3"	"duct_r1"	"duct_r2"	"duct_r3"	"node_r1"	"node_r2"	"node_r3"	"log2fold"	"p"	"p.adj"	"chromosome"	"start"	"stop"	"gene_name"	"gene_type"	"mean"	"mlog10p"	"sig"
"ENSMUSG00000009356"	0	3.11	0.69	10.98	83.03	66.46	223.64	90.3	47.21	5.363687883	5.54349465686728e-08	1.54824536849026e-06	"11"	87806428	87828289	"Lpo"	"protein_coding"	58.38	7.25621636673265	"TRUE"
"ENSMUSG00000009376"	106.38	66.07	150.12	57.25	78.21	41.54	176.12	103.32	154.09	-0.8702091029	0.0684114675	0.1925618519	"6"	17463800	17573980	"Met"	"protein_coding"	103.677777777778	1.16487109338898	"FALSE"
"ENSMUSG00000009394"	4.63	7	0	0	0	0	0	2.44	0	-4.6624607513	0.1122920186	0.2717947682	"6"	115134902	115282006	"Syn2"	"protein_coding"	1.56333333333333	0.949651111068565	"FALSE"
"ENSMUSG00000009406"	328.38	230.09	287.8	199.98	195.03	135.19	149.09	215.58	111.34	-0.6749858723	0.0352190295	0.1198067196	"X"	20933395	20950608	"Elk1"	"protein_coding"	205.831111111111	1.45322261567714	"FALSE"
"ENSMUSG00000009418"	4498.34	3871.88	4817.83	3038.87	3449.79	2173.55	1250.52	2722.86	2195.6	-0.6065218613	0.0629311653	0.1820736238	"1"	135434580	135607295	"Nav1"	"protein_coding"	3113.24888888889	1.20113422632221	"FALSE"
"ENSMUSG00000009470"	2102.56	1784.75	1772.44	1187.32	756.97	931.2	1453.66	1654.7	1520.44	-0.9767776315	0.0354406476	0.1203839518	"13"	98839019	98926384	"Tnpo1"	"protein_coding"	1462.67111111111	1.45049835093462	"FALSE"
"ENSMUSG00000009535"	1485.57	1204.86	1158.1	1142.62	1012.83	1018.8	2194.46	1252.82	1538.25	-0.2777075206	0.4024704762	0.6116424446	"18"	68300355	68324852	"Rnmt"	"protein_coding"	1334.25666666667	0.395265972423323	"FALSE"
"ENSMUSG00000009545"	40.7	31.09	50.5	6.27	0.97	0.76	0.93	0	0	-3.9201787048	0.0004580599	0.0038926695	"7"	143106362	143427042	"Kcnq1"	"protein_coding"	14.58	3.33907772606062	"TRUE"
"ENSMUSG00000009549"	1704.8	1916.9	1611.94	2340.13	3558.9	4210.4	6801.43	2324.23	2375.52	0.94981812	0.1181409063	0.2810460351	"2"	118475850	118479711	"Srp14"	"protein_coding"	2982.69444444444	0.927599701841373	"FALSE"
"ENSMUSG00000009555"	2750.06	3631.69	2974.82	3045.15	3492.28	2816.25	4442.97	3114.16	2855.61	-0.0006081777	0.9978412875	0.9989345293	"2"	32705784	32713076	"Cdk9"	"protein_coding"	3235.88777777778	0.000938530300170502	"FALSE"
"ENSMUSG00000009563"	447.71	650.63	458.68	894.02	1051.45	996.9	1544.04	735.42	554.91	0.9180054985	0.0058222279	0.0307023135	"2"	32757234	32762244	"Tor2a"	"protein_coding"	814.862222222222	2.2349107989358	"FALSE"
"ENSMUSG00000009566"	254.38	427.53	313.39	207.82	341.79	160.11	105.3	143.18	131.82	-0.4909265886	0.1250312459	0.2921594836	"2"	32682609	32704145	"Fpgs"	"protein_coding"	231.702222222222	0.902981441182208	"FALSE"
"ENSMUSG00000009569"	297.85	332.7	322.39	254.87	248.14	320.22	194.75	401.07	547.79	-0.2107711541	0.5025145232	0.6937506946	"16"	13256481	13417529	"Mkl2"	"protein_coding"	324.42	0.298851382157276	"FALSE"
"ENSMUSG00000009575"	935.19	812.31	1152.57	911.27	395.86	1084.51	330.8	591.43	687.63	-0.2777418567	0.5387720975	0.7224373205	"15"	103191544	103239816	"Cbx5"	"protein_coding"	766.841111111111	0.268594904069251	"FALSE"
"ENSMUSG00000009585"	4192.16	4761.15	5344.99	8606.87	9421.52	8481.22	14776.04	15535.81	17020.56	0.8906524376	0.075987549	0.2073408624	"15"	79891659	79915906	"Apobec3"	"protein_coding"	9793.36888888889	1.11925756355588	"FALSE"
"ENSMUSG00000009614"	3.7	3.11	1.38	2.35	0.97	25.68	7.45	3.25	4.45	1.8412205809	0.2032394206	0.4034428194	"2"	27188393	27248337	"Sardh"	"protein_coding"	5.81555555555556	0.691992051857498	"FALSE"
"ENSMUSG00000009621"	2154.36	1675.92	2112.12	2763.61	2139.59	1737.03	1348.36	3990.32	3504.05	0.1602017706	0.6751350521	0.8187731289	"2"	27262104	27427033	"Vav2"	"protein_coding"	2380.59555555556	0.17060934344293	"FALSE"
"ENSMUSG00000009628"	2.78	0	0	54.11	11.59	34.74	43.8	28.47	16.92	5.3560165417	5.36643260607506e-07	1.15549292669101e-05	"8"	33516738	33585582	"Tex15"	"protein_coding"	21.3788888888889	6.27031432032262	"TRUE"
"ENSMUSG00000009630"	1186.79	1272.49	1156.03	1003.81	1271.59	1535.38	1370.72	1156.01	1283.51	0.0760760214	0.6806663729	0.8223005452	"8"	33599625	33619441	"Ppp2cb"	"protein_coding"	1248.48111111111	0.167065704404525	"FALSE"
"ENSMUSG00000009633"	23.13	24.87	7.61	112.93	276.14	67.22	116.48	21.15	26.72	3.0392264087	0.0009912935	0.0073861986	"1"	193272161	193273217	"G0s2"	"protein_coding"	75.1388888888889	3.00379774152004	"TRUE"
"ENSMUSG00000009640"	435.68	521.59	386.73	703.45	505.93	549.05	819.08	833.05	784.71	0.3887322464	0.0483988539	0.1506857615	"4"	117674681	117682273	"Dmap1"	"protein_coding"	615.474444444444	1.31516492246301	"FALSE"
"ENSMUSG00000009647"	259	258.07	219.31	326.24	348.55	382.9	262.78	410.83	404.38	0.5233761901	0.0268818761	0.0982028685	"10"	59446984	59616692	"Mcu"	"protein_coding"	319.117777777778	1.57054042492458	"FALSE"
"ENSMUSG00000009670"	0	16.32	0	0	0	0	0	4.88	0	-5.1556794287	0.2972521249	0.5099137545	"X"	100838648	101059667	"Tex11"	"protein_coding"	2.35555555555556	0.526875032154027	"FALSE"
"ENSMUSG00000009681"	68.45	164.02	89.24	168.61	84.97	163.88	162.14	85.42	146.97	0.3764259336	0.4226606071	0.6289053553	"10"	75060896	75184923	"Bcr"	"protein_coding"	125.966666666667	0.374008227487585	"FALSE"
"ENSMUSG00000009687"	6894.12	8545.97	7346.43	4588.5	5973.66	6828.03	9908.16	2324.23	2064.66	-0.3899123807	0.3625373183	0.5759900962	"7"	31032722	31042481	"Fxyd5"	"protein_coding"	6052.64	0.440647282065172	"FALSE"
"ENSMUSG00000009731"	169.28	161.68	213.08	111.36	68.55	64.19	149.09	325.41	233.37	-1.1559835715	0.0650050032	0.1859902588	"X"	7822289	7838280	"Kcnd1"	"protein_coding"	166.223333333333	1.18705321599513	"FALSE"
"ENSMUSG00000009733"	112.85	98.72	117.61	87.05	56.97	95.16	68.02	229.41	200.41	-0.4585798091	0.3102924179	0.5240109045	"15"	100502799	100552008	"Tfcp2"	"protein_coding"	118.466666666667	0.508228836418483	"FALSE"
"ENSMUSG00000009739"	50.88	48.19	53.96	164.69	140	181.25	127.66	154.57	129.15	1.6671924193	0.0002835451	0.0026515469	"15"	100575318	100599984	"Pou6f1"	"protein_coding"	116.705555555556	3.54737785344358	"TRUE"
"ENSMUSG00000009741"	1827.83	1718.68	2159.17	1428.86	1364.28	1085.26	865.67	2092.38	1782.31	-0.5570458229	0.112513111	0.2721182759	"9"	113930934	113977202	"Ubp1"	"protein_coding"	1591.60444444444	0.948796866857683	"FALSE"
"ENSMUSG00000009772"	7734.04	7423.5	7658.44	10772.9	13882.21	7176.94	10660.15	17445.96	20267.19	0.4803829141	0.0774825145	0.2103502898	"1"	132316126	132333488	"Nuak2"	"protein_coding"	11446.8144444444	1.11079629378985	"FALSE"
"ENSMUSG00000009828"	59.2	38.87	107.23	115.28	141.93	82.32	113.68	84.61	80.16	0.7184819207	0.0492538286	0.1524829538	"9"	78109192	78172107	"Ick"	"protein_coding"	91.4755555555556	1.30756000526327	"FALSE"
"ENSMUSG00000009863"	2222.81	2310.22	2420.67	4142.28	4469.38	7268.32	5577.01	2716.35	2522.49	1.1913582591	0.1377386326	0.3120668528	"4"	140961203	140979193	"Sdhb"	"protein_coding"	3738.83666666667	0.860944232786899	"FALSE"
"ENSMUSG00000009876"	7.4	3.11	4.84	7.06	13.52	6.8	0	15.46	24.05	0.8356467189	0.4252004401	0.631429766	"2"	152754173	152765037	"Cox4i2"	"protein_coding"	9.13777777777778	0.3714062946358	"FALSE"
"ENSMUSG00000009894"	94.35	101.83	150.82	279.18	311.86	259.8	267.44	270.09	365.19	1.2913201477	0.0003769647	0.0033367051	"11"	59407134	59451186	"Snap47"	"protein_coding"	233.395555555556	3.42369931640691	"TRUE"
"ENSMUSG00000009905"	371.86	364.57	302.32	334.08	322.48	391.96	172.39	247.31	239.6	0.0145459146	0.957170864	0.9834196527	"1"	106720459	106759727	"Kdsr"	"protein_coding"	305.174444444444	0.0190105296538873	"FALSE"
"ENSMUSG00000009907"	3906.33	2816.27	3386.45	2748.71	2174.35	2002.87	3091.82	3365.54	3918.23	-0.5454485937	0.0187463214	0.0746914956	"1"	106764071	106796728	"Vps4b"	"protein_coding"	3045.61888888889	1.72708394139863	"FALSE"
"ENSMUSG00000009927"	3707.45	4316.51	3659.03	3823.88	5498.62	7165.61	5359.89	2389.31	2074.46	0.4970174141	0.5247066559	0.7112106915	"9"	44407139	44410427	"Rps25"	"protein_coding"	4221.64	0.28008342674447	"FALSE"
"ENSMUSG00000009941"	24.05	4.66	22.83	38.43	31.86	23.41	0	15.46	43.64	0.863280528	0.3598687763	0.5736070196	"X"	134944526	134964754	"Nxf2"	"protein_coding"	22.7044444444444	0.443855832893825	"FALSE"
"ENSMUSG00000009995"	1970.28	1937.11	1948.16	3375.31	3354.21	2499.05	5783.88	6235.64	5281.01	0.6562554837	0.0280053862	0.1011383715	"X"	74281912	74290151	"Taz"	"protein_coding"	3598.29444444444	1.55275843394427	"FALSE"
"ENSMUSG00000010021"	108.23	46.64	106.54	44.7	44.41	52.87	33.55	32.54	38.3	-0.8793215576	0.0823691157	0.2197527954	"11"	114765388	114790739	"Kif19a"	"protein_coding"	56.42	1.08423559649867	"FALSE"
"ENSMUSG00000010025"	2432.78	2031.16	2251.87	913.62	1144.14	660.07	962.58	1932.11	2075.35	-1.305591627	2.32731899134627e-06	4.18937498847776e-05	"11"	61223417	61267464	"Aldh3a2"	"protein_coding"	1600.40888888889	5.63314408655131	"TRUE"
"ENSMUSG00000010044"	0	1.55	6.92	20.39	4.83	0	5.59	5.69	0.89	1.5532840795	0.3511746126	0.5653642983	"9"	107547298	107551319	"Zmynd10"	"protein_coding"	5.09555555555556	0.45447688800015	"FALSE"
"ENSMUSG00000010045"	531.88	669.28	521.63	915.98	1118.07	684.99	1509.57	986.8	933.46	0.6578726056	0.0238086142	0.0897056376	"9"	107533945	107538673	"Tmem115"	"protein_coding"	874.628888888889	1.62326588232751	"FALSE"
"ENSMUSG00000010047"	57.35	71.51	53.27	196.84	137.1	150.29	437.03	231.85	192.39	1.4119196775	2.56017968392359e-05	0.0003446002	"9"	107567945	107572779	"Hyal2"	"protein_coding"	169.736666666667	4.5917295530483	"TRUE"
"ENSMUSG00000010048"	414.41	546.46	325.85	342.71	354.34	446.34	221.78	204.19	161.22	-0.1696423219	0.5375174801	0.7214505395	"9"	107587642	107593385	"Ifrd2"	"protein_coding"	335.255555555556	0.269607407900667	"FALSE"
"ENSMUSG00000010051"	21.28	17.1	25.6	58.82	73.38	52.87	66.16	55.32	47.21	1.529843303	0.0119800757	0.0533718385	"9"	107576927	107581710	"Hyal1"	"protein_coding"	46.4155555555556	1.92154043770727	"FALSE"
"ENSMUSG00000010054"	222.93	311.71	237.99	683.84	805.24	506	604.76	495.43	566.49	1.3671823433	6.26859750932092e-09	2.18e-07	"9"	107563255	107566112	"Tusc2"	"protein_coding"	492.71	8.20282961420834	"TRUE"
"ENSMUSG00000010057"	260.85	420.54	390.88	596.8	469.24	479.57	770.62	497.87	338.47	0.5267406545	0.0814831094	0.2180023227	"9"	107542226	107545706	"Nprl2"	"protein_coding"	469.426666666667	1.088932406654	"FALSE"
"ENSMUSG00000010066"	20.35	14.77	2.77	3.92	0	0.76	1.86	8.95	0	-2.9935075341	0.0756604888	0.2067188028	"9"	107399612	107529343	"Cacna2d2"	"protein_coding"	5.93111111111111	1.12113085730105	"FALSE"
"ENSMUSG00000010067"	1144.24	1207.19	1236.97	993.61	1128.69	810.36	1100.49	1173.1	1020.75	-0.2914512283	0.3220532987	0.5361900862	"9"	107551555	107562267	"Rassf1"	"protein_coding"	1090.6	0.492072248130891	"FALSE"
"ENSMUSG00000010080"	2.78	6.22	11.07	7.06	5.79	0	0	6.51	0	-0.649568954	0.7491404214	0.8643099381	"11"	94489599	94499974	"Epn3"	"protein_coding"	4.38111111111111	0.125436769051857	"FALSE"
"ENSMUSG00000010095"	19960.86	17808.63	17065.1	16420.11	23924.56	15785.04	18139.02	21749.49	25627.48	0.033657342	0.8905522321	0.9483574414	"19"	8706882	8723369	"Slc3a2"	"protein_coding"	19608.9211111111	0.0503406034915089	"FALSE"
"ENSMUSG00000010097"	3948.88	3864.11	4669.09	5456.64	4408.55	4267.8	5520.17	10791.36	11443.83	0.1791958112	0.6075666571	0.7747013303	"19"	8757073	8772475	"Nxf1"	"protein_coding"	6041.15888888889	0.216406067980446	"FALSE"
"ENSMUSG00000010110"	3987.73	3613.81	3619.6	4742.99	4324.55	4301.78	3936.99	4492.26	4865.05	0.2528011327	0.1523504646	0.3332446785	"19"	8741413	8756069	"Stx5a"	"protein_coding"	4209.41777777778	0.817156217037575	"FALSE"
"ENSMUSG00000010136"	0	0	0	1.57	0	0.76	0	2.44	9.8	2.4546066631	0.210360349	0.4123213041	"3"	105996957	106014646	"Pifo"	"protein_coding"	1.61888888888889	0.677036117338289	"FALSE"
"ENSMUSG00000010142"	2113.66	1958.87	2422.75	3300.02	1500.41	2196.96	412.8	712.64	436.45	0.1075665185	0.7322495886	0.854915192	"11"	61126755	61149372	"Tnfrsf13b"	"protein_coding"	1672.72888888889	0.135340863646091	"FALSE"
"ENSMUSG00000010154"	5.55	0.78	0.69	8.63	0	22.66	215.25	0.81	2.67	2.1844241926	0.209918775	0.4118427123	"8"	123332713	123369515	"Spire2"	"protein_coding"	28.56	0.677948716661773	"FALSE"
"ENSMUSG00000010277"	2882.34	2513.88	3198.97	2137.01	1526.48	1405.48	1400.54	1910.15	1498.17	-0.7618111234	0.025455761	0.0943645241	"11"	78261752	78290623	"2610507B11Rik"	"protein_coding"	2052.55777777778	1.59421391519861	"FALSE"
"ENSMUSG00000010290"	305.25	165.57	258.05	226.64	51.17	101.96	183.57	220.46	264.54	-0.9375051109	0.0378285721	0.1264771633	"1"	43098710	43115947	"AI597479"	"protein_coding"	197.467777777778	1.4221800515382	"FALSE"
"ENSMUSG00000010307"	107.3	120.49	191.63	671.3	1073.66	780.91	1356.75	1698.63	1888.3	2.5867836281	1.7547177910246e-16	2.23223641915526e-14	"7"	47050601	47054777	"Tmem86a"	"protein_coding"	876.552222222222	15.7557927205976	"TRUE"
"ENSMUSG00000010342"	116.55	134.48	146.67	32.94	20.28	33.99	6.52	117.96	54.33	-2.1873663031	0.0054327686	0.0289585722	"11"	87405065	87555823	"Tex14"	"protein_coding"	73.7466666666667	2.26497879264405	"TRUE"
"ENSMUSG00000010358"	1346.82	1766.87	1568.35	1783.33	2523.86	2415.98	4496.08	2416.16	2190.25	0.5217934756	0.0508069373	0.1560877403	"11"	101448407	101458698	"Ifi35"	"protein_coding"	2278.63333333333	1.29407698406627	"FALSE"
"ENSMUSG00000010362"	452.33	474.17	511.25	803.05	784.97	1223.47	1441.54	720.78	785.61	0.9675921636	0.002170026	0.0139602999	"11"	101627195	101636100	"Rdm1"	"protein_coding"	799.685555555556	2.66353506265429	"FALSE"
"ENSMUSG00000010376"	2613.16	3182.39	2855.14	3483.53	5108.55	6738.91	7767.74	2865.22	2579.49	0.8255600757	0.2239997194	0.428622543	"14"	55662265	55671906	"Nedd8"	"protein_coding"	4132.68111111111	0.649752525697569	"FALSE"
"ENSMUSG00000010392"	932.41	896.26	1006.6	908.92	642.07	462.2	860.08	1012.02	913.87	-0.4940727807	0.1152721092	0.2767639402	"11"	76726602	76763579	"Gosr1"	"protein_coding"	848.27	0.938275760231785	"FALSE"
"ENSMUSG00000010406"	651.21	747.01	666.91	533.27	884.41	1036.93	394.16	251.38	205.75	0.2492432145	0.7536387123	0.8672935327	"14"	54426909	54429756	"Mrpl52"	"protein_coding"	596.781111111111	0.122836801156716	"FALSE"
"ENSMUSG00000010453"	1804.7	1567.87	1751.69	1310.44	769.52	437.28	3043.36	2207.08	2644.51	-1.0254792424	0.0051838427	0.0278308058	"1"	36335730	36369181	"Kansl3"	"protein_coding"	1726.27222222222	2.28534818529303	"TRUE"
"ENSMUSG00000010461"	0.93	0.78	0	0.78	2.9	3.78	0	1.63	3.56	2.1878200911	0.2103850856	0.4123310512	"10"	23104168	23349895	"Eya4"	"protein_coding"	1.59555555555556	0.676985050978396	"FALSE"
"ENSMUSG00000010492"	6.48	11.66	14.53	9.41	24.14	8.31	16.77	11.39	11.58	0.3238047922	0.5894341481	0.760928447	"2"	181578480	181585170	"Uckl1os"	"antisense"	12.6966666666667	0.22956470747184	"FALSE"
"ENSMUSG00000010517"	2147.88	1908.34	1950.93	1641.38	1251.31	1089.04	2869.11	1852.39	2115.43	-0.5931014361	0.0022045204	0.0141299261	"4"	109676588	109963960	"Faf1"	"protein_coding"	1869.53444444444	2.65668587798239	"FALSE"
"ENSMUSG00000010529"	0	0	0	7.06	70.48	35.5	49.39	35.79	16.92	8.0107175184	6.2e-08	1.70754069293908e-06	"12"	111484611	111485823	"Gm266"	"protein_coding"	23.9044444444444	7.20760831050175	"TRUE"
"ENSMUSG00000010538"	11.1	13.99	25.6	12.55	31.86	33.99	16.77	5.69	4.45	0.6176920482	0.3208854506	0.5347151083	"3"	88282757	88296999	"Tsacc"	"protein_coding"	17.3333333333333	0.493649973983906	"FALSE"
"ENSMUSG00000010554"	895.41	956.89	808.04	606.99	484.69	745.41	386.71	567.84	578.96	-0.5328927422	0.0091621652	0.0434784179	"11"	74770830	74828525	"Mettl16"	"protein_coding"	670.104444444444	2.03800188186777	"FALSE"
"ENSMUSG00000010592"	0	0	0.69	0	0	0.76	0	0	38.3	0.0670294645	0.9806474624	0.9942120023	"17"	50279394	50293599	"Dazl"	"protein_coding"	4.41666666666667	0.008487091143284	"FALSE"
"ENSMUSG00000010601"	0	1.55	1.38	3.14	2.9	3.02	9.32	17.08	17.81	1.5542544222	0.1544795129	0.3364202587	"15"	77388221	77399110	"Apol7a"	"protein_coding"	6.24444444444444	0.811129108630368	"FALSE"
"ENSMUSG00000010607"	275.65	234.75	213.77	662.67	1024.41	855.67	2436.74	937.18	758.88	1.8122986059	9.69712510169532e-06	0.0001482133	"9"	22156846	22158358	"Pigyl"	"protein_coding"	822.191111111111	5.0133570015616	"TRUE"
"ENSMUSG00000010608"	4071.91	4252.77	4700.22	4027.78	4287.86	5930.81	5823.01	5309.85	5114.45	0.1293331363	0.8542505302	0.9269857906	"12"	83631236	83683123	"Rbm25"	"protein_coding"	4835.40666666667	0.0684147429794626	"FALSE"
"ENSMUSG00000010609"	262.7	359.9	440	512.1	678.76	718.98	2440.47	842.81	703.66	0.8452147149	0.0519667586	0.1585989591	"1"	180227004	180263438	"Psen2"	"protein_coding"	773.264444444444	1.28427437122863	"FALSE"
"ENSMUSG00000010651"	7.4	6.22	6.92	11.76	7.72	67.97	3.73	7.32	24.05	2.0984980618	0.0090461894	0.0430793539	"9"	119148023	119157093	"Acaa1b"	"protein_coding"	15.8988888888889	2.04353432367458	"TRUE"
"ENSMUSG00000010660"	52.73	13.99	54.65	70.58	105.24	18.13	202.21	76.47	173.69	0.6730126596	0.2664673666	0.477809082	"9"	119071527	119093502	"Plcd1"	"protein_coding"	85.2988888888889	0.574355970027056	"FALSE"
"ENSMUSG00000010663"	915.76	712.81	864.08	258.01	291.59	247.72	205	190.36	217.33	-1.6446674403	0.000215125	0.0020933545	"19"	10182888	10196870	"Fads1"	"protein_coding"	433.628888888889	3.66730911666438	"TRUE"
"ENSMUSG00000010721"	26.83	8.55	94.09	25.88	52.14	33.99	29.82	27.66	6.23	-0.2149605622	0.7866727185	0.8879701848	"5"	29229802	29378390	"Lmbr1"	"protein_coding"	33.91	0.104205910731277	"FALSE"
"ENSMUSG00000010751"	58.28	13.99	6.92	63.52	19.31	43.8	0.93	7.32	42.75	0.684250868	0.5166956949	0.7053934225	"7"	143634806	143649661	"Tnfrsf22"	"protein_coding"	28.5355555555556	0.286765156973717	"FALSE"
"ENSMUSG00000010755"	1424.52	1369.66	1681.12	1184.96	985.79	952.34	1014.76	959.95	1014.52	-0.5190635542	0.0271594934	0.0988190635	"7"	143557230	143600090	"Cars"	"protein_coding"	1176.40222222222	1.56607833511453	"FALSE"
"ENSMUSG00000010760"	0	3.11	0	7.84	26.07	32.47	109.02	51.25	49.88	4.4009008349	0.0001765567	0.0017768943	"7"	143501545	143503150	"Phlda2"	"protein_coding"	31.0711111111111	3.75311579711636	"TRUE"
"ENSMUSG00000010797"	0	0.78	0	0.78	1.93	3.02	0.93	0.81	0	2.7533505796	0.1993486485	0.3987164082	"6"	17988940	18030585	"Wnt2"	"protein_coding"	0.916666666666667	0.700386704325549	"FALSE"
"ENSMUSG00000010830"	50.88	83.17	65.03	141.16	78.21	155.58	8.39	32.54	57.9	0.9135037434	0.1636316568	0.350533654	"15"	79516408	79527739	"Kdelr3"	"protein_coding"	74.7622222222222	0.786132672281061	"FALSE"
"ENSMUSG00000010841"	18.5	38.87	19.37	16.47	16.41	21.15	4.66	13.02	9.8	-0.5053395961	0.3376528294	0.5522893752	"11"	101984279	101992264	"1700006E09Rik"	"protein_coding"	17.5833333333333	0.471529606708914	"FALSE"
"ENSMUSG00000010911"	467.13	491.27	446.92	968.52	1210.76	1480.25	1510.5	1000.63	1064.4	1.3808807987	4.72725840326181e-07	1.03815570597106e-05	"2"	103073675	103092644	"Apip"	"protein_coding"	960.042222222222	6.32539065747211	"TRUE"
"ENSMUSG00000010914"	530.03	733.8	655.15	810.89	731.86	757.49	1152.67	833.05	828.36	0.2608921993	0.185445452	0.380262889	"2"	103021075	103073513	"Pdhx"	"protein_coding"	781.477777777778	0.731783813160519	"FALSE"
"ENSMUSG00000010936"	3329.12	3171.51	2684.26	2119.76	2257.38	929.69	2105.94	2155.02	2422.73	-0.7916635894	0.003885896	0.0221520201	"8"	110618585	110720398	"Vac14"	"protein_coding"	2352.82333333333	2.41050882680122	"FALSE"
"ENSMUSG00000011008"	157.25	133.7	186.1	378	275.17	286.23	62.43	137.49	242.27	0.977453694	0.0232488529	0.0881732082	"3"	146149833	146195513	"Mcoln2"	"protein_coding"	206.515555555556	1.633598470365	"FALSE"
"ENSMUSG00000011034"	19.43	0	31.13	0	0	0	0	0	0	-6.7866086601	0.0162788192	0.0670943474	"5"	33104219	33162870	"Slc5a1"	"protein_coding"	5.61777777777778	1.78837710027744	"FALSE"
"ENSMUSG00000011052"	3.7	0	4.84	2.35	0	5.29	0	0.81	3.56	-0.1417456577	0.9286833253	0.9698713629	"17"	26554254	26561499	"1700049J03Rik"	"antisense"	2.28333333333333	0.0321323522286551	"FALSE"
"ENSMUSG00000011096"	389.43	488.16	334.84	482.3	693.24	497.7	2067.73	909.52	882.69	0.4643849085	0.1757081399	0.3677936113	"7"	44848991	44855421	"Akt1s1"	"protein_coding"	749.512222222222	0.755208118801986	"FALSE"
"ENSMUSG00000011114"	2796.32	3199.49	2825.39	2241.32	2263.17	2786.8	5223.84	2950.64	2817.31	-0.2747236071	0.2093089599	0.4110328342	"9"	37648763	37657312	"Tbrg1"	"protein_coding"	3011.58666666667	0.679212180395948	"FALSE"
"ENSMUSG00000011148"	260.85	204.44	227.61	513.67	729.93	536.97	26.09	101.69	137.17	1.36165841	0.0019506329	0.0128432088	"12"	112620045	112641354	"Adssl1"	"protein_coding"	304.268888888889	2.70982445510846	"TRUE"
"ENSMUSG00000011158"	2558.59	2488.23	2581.87	1861.75	1753.38	1163.05	1613	1934.55	1830.41	-0.675136806	0.009191188	0.0435610532	"12"	112959862	113000621	"Brf1"	"protein_coding"	1976.09222222222	2.0366283505835	"FALSE"
"ENSMUSG00000011171"	0	3.89	5.53	34.51	2.9	14.35	3.73	5.69	68.58	2.4402318535	0.0857865183	0.2258377452	"12"	116077726	116146261	"Vipr2"	"protein_coding"	15.4644444444444	1.06658095793175	"FALSE"
"ENSMUSG00000011179"	23360.29	12005.86	11119.61	16365.21	21344.7	10409.32	12480.01	14640.13	12894.79	0.0498272006	0.9487898363	0.980092074	"12"	17544873	17551502	"Odc1"	"protein_coding"	14957.7688888889	0.0228299762378942	"FALSE"
"ENSMUSG00000011254"	59.2	99.5	51.19	61.95	34.76	193.34	96.91	66.71	77.49	0.4684375941	0.5321110748	0.7171322574	"11"	45946843	45955494	"Thg1l"	"protein_coding"	82.3388888888889	0.27399770203285	"FALSE"
"ENSMUSG00000011256"	3419.77	3194.83	3686.01	1455.52	1164.41	1242.35	2146.94	3468.85	3268.01	-1.4150437039	1.8049479570079e-11	1e-09	"11"	46055992	46147343	"Adam19"	"protein_coding"	2560.74333333333	10.7435353158138	"TRUE"
"ENSMUSG00000011257"	318.2	352.91	240.75	275.26	472.14	580.02	402.55	280.66	181.7	0.542228307	0.084977787	0.2243314652	"4"	123262351	123298925	"Pabpc4"	"protein_coding"	344.91	1.07069458303943	"FALSE"
"ENSMUSG00000011263"	16.65	13.99	13.14	0	0	1.51	0	4.07	4.45	-4.8066058604	0.0284539913	0.1022980564	"7"	19463331	19496762	"Exoc3l2"	"protein_coding"	5.97888888888889	1.54585680561386	"FALSE"
"ENSMUSG00000011267"	38.85	48.19	53.96	363.1	270.34	385.92	801.37	608.51	706.33	2.8497634236	7.36120394086685e-20	1.43529717587201e-17	"7"	19577287	19580656	"Zfp296"	"protein_coding"	364.063333333333	19.1330511500491	"TRUE"
"ENSMUSG00000011305"	0	1.55	0	0	0	12.84	68.02	2.44	0	3.0440789022	0.4789840527	0.6762108737	"17"	56111601	56117596	"Plin5"	"protein_coding"	9.42777777777778	0.319678945749704	"FALSE"
"ENSMUSG00000011306"	1421.75	1608.3	1611.25	1669.62	1372	937.24	1762.09	1719.78	1670.08	-0.2224412913	0.3308719238	0.5453453109	"8"	70042813	70072347	"Sugp1"	"protein_coding"	1530.23444444444	0.480340083417518	"FALSE"
"ENSMUSG00000011350"	0	0	0	0	0	0	27.95	2.44	0	0.0670290792	0.9877732808	0.9953934775	"7"	24818795	24840275	"Gm5893"	"processed_transcript"	3.37666666666667	0.00534272565175664	"FALSE"
"ENSMUSG00000011382"	130.43	134.48	119.68	61.95	113.93	20.39	54.05	61.01	52.55	-0.9767828329	0.0447499223	0.1426185805	"7"	45470987	45488805	"Dhdh"	"protein_coding"	83.1633333333333	1.34920771441981	"FALSE"
"ENSMUSG00000011427"	219.23	199.77	251.82	245.46	10.62	30.21	262.78	139.11	129.15	-1.2267650601	0.1002861131	0.2515048898	"7"	29816114	29831005	"Zfp790"	"protein_coding"	165.35	0.998759200794004	"FALSE"
"ENSMUSG00000011463"	51.8	0	0	5.49	0	0	0	0	0	-3.2362324485	0.591803961	0.762854868	"3"	20248264	20275733	"Cpb1"	"protein_coding"	6.36555555555555	0.22782213239153	"FALSE"
"ENSMUSG00000011589"	1.85	0.78	0.69	3.92	0.97	1.51	0.93	12.2	11.58	0.9930593349	0.503193148	0.6941501213	"17"	55986511	55996881	"Fsd1"	"protein_coding"	3.82555555555556	0.298265281326799	"FALSE"
